CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
9928456;51;510704;UNIDADE EQUIPE 12 DE SAUDE DA FAMILIA DE PRIMAVERA DO LESTE;RUA DA LUZ;JARDIM LUCIANA;-15,53302;-54,28635
9926801;15;150040;POSTO DE SAUDE SOCORRO DA SILVA SA PEREIRA;LOCALIDADE CURICACA;ZONA RURAL;-2,00156;-54,55235
9958746;35;351840;UBS PEDREGULHO;AVENIDA JOAO PESSOA;PEDREGULHO;-22,80493;-45,20101
9962557;33;330023;UNIDADE BASICA DE SAUDE DR PAULO ACHERMAN;AVENIDA IMPROTA SARAIVA;FERRADURA;-22,7616;-41,89102
9981314;41;411980;UBS DOUTOR DILSON CARLOS SCHMIDT PLANALTO;RUA ALAGOAS;NOSSA SENHORA DE LOU;-25,43;-53,4556
9984429;22;220700;UBS JURANI;RUA BENEDITO CARMO;RODAGEM DE PICOS;-7,00718;-42,12347
9990224;22;221100;UNIDADE BASICA DE SAUDE MIRTES DAS NEVES MOURA HUGO PRADO;AVENIDA MESTRE DEZINHO;CATARINA;-5,1233;-42,78737
0910120;31;316040;UBS NOSSA SENHORA APARECIDA;RUA ANTONIO FRANCISCO DE AQUINO;DOM BOSCO;-20,087;-45,294
9999078;31;310710;PRBE PRESIDIO DE BOA ESPERANCA;RUA MARIQUINHA GOMES;NOVA ERA;-21,09;-45,566
0016993;41;410690;UMS SAO JOAO DEL REY PSF;RUA REALEZA;SITIO CERCADO;-25,53766;-49,27324
0282650;35;351140;CASA JOAO PAULO II;SALIM ANTONIO CURIATI KM 21 500M;AREA RURAL DE CERQUE;-23,036;-49,166
0827460;52;520910;MELHOR EM CASA;RUA CANDIDO LUIZ DE CASTILHO;SETOR OESTE;-18,013;-49,357
3612848;14;140017;CENTRO DE SAUDE ANTONIO GONCALVES VIEIRA;TABOCA;CENTRO;2,45886;-60,21225
3754197;43;431240;USF 1 GERMANO HENKE;ESTRADA MONTENEGRO POLO;GERMANO HENKE;-29,72101;-51,49318
6510817;43;431240;UBS MUDA BOI;RS 284 ESTRADA MAURICIO DARDOSO;INTERIOR DO MUNICIPI;-29,689;-51,461
2043742;35;352900;USF ANIZ BADRA;RUA URIAS AVELINO DE MORAES;ANIZ BAPRA;-22,16862;-49,9541
2160366;31;313370;CENTRO DE SAUDE DE PINHEIROS DE ITATIAIUCU;RUA JOSE ARLINDO PEDROSA;PINHEIROS;-20,18287;-44,38296
2183501;31;310740;UBS DIVINA TOMASIA ROSARIO;RUA QUATORZE;SAO GERALDO;-19,736;-45,252
2214504;31;315180;PSF NOVA AURORA;RUA BENEDITA LUCAS DA SILVA;JARDIM IPE;-21,802;-46,54444
2279959;33;330040;USF INTEGRADA TANCREDO NEVE PITEIRAS;RUA JOAO BARIZON;PITEIRAS;-22,55414;-44,15214
2441306;52;520860;POSTO DE SAUDE DOMINGOS DOS SANTOS SILVA;RUA BRASILIA;PARQUE ARAGUAIA;-15,31219;-49,13496
2497085;41;410840;CENTRO DE SAUDE DA CANGO;RUA SAO JOAO;CANGO;-26,06627;-53,05266
2500213;52;520350;PSF 04 BOM JESUS;AVENIDA JOSE ANTONIO DE LIMA;ALVORADA;-18,21745;-49,72769
2651165;22;220750;PS BURITIZINHO PSF;POV BURITIZINHO;Z RURAL;-5,978;-43,063
2766884;22;220540;CENTRO MUNICIPAL DE SAUDE JOSE LEONCIO DE SALES;RUA JOSE PEREIRA;CENTRO;-3,49727;-42,19468
3009173;26;261260;USF URIMAMA;POVOADO DO URIMAMA;ZONA RURAL;-8,42414;-39,9554
3217868;29;290820;USF VIVALDO BITTENCOURT;RUA CASTRO ALVES;CENTRO;-12,502;-39,018
2446448;32;320200;POLICLINICA MUNICIPAL JOSE SERGIO MENEZES DE ARAUJO;RUA ADAIR FURTADO DE SOUZA;CENTRO;-20,68838;-41,84785
5770572;31;313370;CENTRO DE SAUDE SAO FRANCISCO DE ITATIAIUCU;RUA SAO BENEDITO;SAO FRANCISCO;-20,19533;-44,44195
5877067;42;420730;ESTRATEGIA DE ATENCAO PRIMARIA DO CAMPESTRE;RUA HIGINO JOSE MARTINS;CAMPESTRE;-28,24;-48,67
6035019;33;330100;POLICLINICA DO SERVIDOR CANTINHO DA SAUDE;RUA FRANCISCO LUIS RODRIGUES;PARQUE JULIAO NOGUEI;-21,74928;-41,35014
6165435;41;410337;UNIDADE DE ATENCAO PRIMARIA A SAUDE DA FAMILIA;RUA CABO UMBELINO NASCIMENTO;CENTRO;-24,20057;-53,53039
6199100;31;310740;UBS JARDIM AMERICA;ODILIO ANTONIO DA SILVA;JARDIM AMERICA;-19,75461;-45,25632
6281419;35;354995;USF CENTRO;RUA IVONE PIRES GUIMARAES;CENTRO;-23,8543;-46,943
6293476;41;412750;CLINICA DA MULHER;AVENIDA MANUEL DAS DORES;CENTRO;-24,51986;-50,41206
6374948;41;412040;CENTRO DE ESPECIALIDADES;RUA VEREADOR NELSON FACCIN;CENTRO;-23,27962;-52,1553
7347723;53;530010;UBS 15 CEILANDIA;QNR 02 AREA ESPECIAL 12;CEILANDIA;-15,80945;-48,1373
7686625;41;410690;UMS COQUEIROS PSF;RUA CORONEL VICTOR AGNER KENDRICK;SITIO CERCADO;-25,53469;-49,26503
7846789;23;230830;ESF EX PREFEITO EDMILSON COELHO PEREIRA;RUA JULIO SAMPAIO;FREI DAMIAO;-7,30865;-38,94402
7995334;15;150613;MARIA LOPES RUDUVALHO COSTA;RUA ADEMAR GUIMARAES;CENTRO;-8,02961;-50,03341
0003867;29;292740;UBS PROF EDUARDO ARAUJO;AVENIDA VALE DAS PEDRINHAS;VALE DA PEDRINHAS;-13,00902;-38,47718
0004898;29;292740;USF PROF HUMBERTO CASTRO LIMA PERNAMBUEZINHO;RUA TOMAS GONZAGA;PERNAMBUES;-12,9753;-38,45406
0006424;29;292740;UBS SAO CRISTOVAO;RUA ALTO DA BOA VISTA;SAO CRISTOVAO;-12,91035;-38,35943
0702196;29;292740;UBS VILA MATOS;AVENIDA OCEANICA;RIO VERMELHO;-13,01004;-38,53186
0834467;35;350380;UBS SAO JOAO DOS PINHEIROS;RUA ERICH SCHWARZ;JD ITAMARATY;-22,57359;-47,15501
0854387;29;290115;UNIDADE DE SAUDE DA FAM SEDE II HENRIQUE DE CASTRO DOURADO;NESTOR BORGES;CENTRO;-11,44901;-41,43592
0856762;31;310670;UBS CELSO ALVES PEDROSA;RUA PERDOES;CONJUNTO HAB CELSO;-19,93638;-44,13599
0862762;31;313420;PSF 15;RUA LAZARO JOSE DOS SANTOS;NOVA ITUIUTABA 1;-19,01445;-49,44838
0870617;16;160030;PMM U B S PANTANAL;RUA JOAO ALMEIDA DO NASCIMENTO;PANTANAL;0,06975;-51,04761
0929417;21;211130;CENTRO DE SAUDE DO CENTRO;RUA OSWALDO CRUZ;CENTRO;-2,53;-44,303
2015188;13;130260;USF L 08;RUA PEDERNEIRAS;ZUMBI DOS PALMARES;-3,08271;-59,94916
2047713;35;351907;UBS NOVA HORTOLANDIA DOM BRUNO GAMBERINI;AV SAO FRANCISCO DE ASSIS;VILA REAL;-22,85093;-47,2172
2112612;31;314610;OURO PRETO UNIDADE BASICA DE SAUDE VIDA;RUA PEDRA SABAO;CACHOEIRA DO CAMPO;-20,35736;-43,66453
2213737;31;314610;OURO PRETO UNIDADE BASICA SAUDE TOPAZIO;RUA PRINCIPAL;RODRIGO SILVA;-20,28821;-43,71005
2213745;31;314610;OURO PRETO UNIDADE BASICA DE SAUDE MANOCA;RUA PEDRO GONCALVES;SANTO ANTONIO DO LEI;-19,93134;-43,48401
2213753;31;314610;OURO PRETO UNIDADE BASICA DE SAUDE ANTONIO PEREIRA;TRAVESSA DA LAGOA;ANTONIO PEREIRA;-20,288;-43,508
2247445;43;431175;PROGRAMA DA SAUDE DA FAMILIA I;RUA HOMERO BAIRRO;CENTRO;-29,59332;-55,48147
2257327;43;430105;ESF BALNEARIO ATLANTICO;RUA PORTO ALEGRE;CENTRO;-29,54476;-49,89073
2284545;33;330350;UNIDADE BASICA DE SAUDE JULIA TAVORA;TV JULIA TAVORA;CENTRO;-22,76291;-43,46086
2301016;42;420325;UNIDADE SANITARIA CENTRAL DE CAPAO ALTO;ATILIO MORTARI;CENTRO;-27,93828;-50,51149
2307537;21;210270;USF ANA DO CARMO BRANDAO;ESTRADA DE PIRAPEMAS;VILA PALMEIRA;-3,64603;-44,37189
2361191;52;520280;CENTRO DE SAUDE UNIDADE BASICA DE AVELINOPOLIS;AV ANICUNS;CENTRO;-16,46542;-49,75757
2367289;22;220590;PS DA AGUA BRANCA;LOCALIDADE AGUA BRANCA;ZONA RURAL;-8,013;-43,872
2375664;24;241200;UNIDADE DE SAUDE DA FAMILIA DO GOLANDIM I;RUA MAURICIO FERNANDES;GOLANDIM;-5,77085;-35,28426
2398389;51;510890;UNIDADE BASICA DE SAUDE RURAL DE BRIANORTE DAURI RIVA;RUA DA PALMEIRAS;ZONA RURAL;-12,28373;-57,3407
2437619;52;521220;UBS JOSE FERREIRA SANTANA;RUA BEBEDOURO;PLANALTO;-15,87771;-50,86722
2460866;21;211050;U B DE SAUDE PSF SAO JERONIMO;POV SAO JERONIMO;CENTRO;-2,696;-44,821
2465299;21;210990;UNIDADE BASICA DE SAUDE TRES SATUBAL;POVOADO TRES SATUBA;POVOADO TRES SATUBAL;-3,667;-45,38
2475588;24;241430;CENTRO DE SAUDE MANOEL P DOS SANTOS;RUA RUI BARBOSA;CENTRO;-6,46505;-37,27344
2427354;26;260060;USF FREI JERONIMO;AV FREI JERONIMO ALVERNE;RURAL;-8,466;-36,776
2427370;26;260060;USF FREI ESTEVAO;AV FREI ESTEVAO SOCORRO;CENTRO;-8,466;-36,776
2562073;23;230370;UAPS JOSE RODRIGUES DOS SANTOS;AVENIDA CENTRAL;TABUBA;-3,68819;-38,65413
2565366;23;231130;UBS SAO JOAO DOS QUEIROZ THEMES M F HOLANDA;SAO JOAO DOS QUEIROZ;SAO JOAO DOS QUEIROZ;-4,80066;-38,8857
2630532;26;260060;USF DR ORISVALDO INACIO DA SILVA;SITIO CAMPO DO MAGE;ZONA RURAL;-8,466;-36,776
2630540;26;260060;USF OLIVIA RAMOS DE OLIVEIRA;RUA FREI JOAO;CENTRO;-8,466;-36,776
2634791;26;260980;PSF CASA NOVA;FAZENDA CASA NOVA;ZONA RURAL;-8,50446;-39,61996
2637103;26;260460;UNIDADE DE SAUDE DA FAMILIA NOVO CONDADO;AVENIDA JOAO ROQUE DE AZEVEDO;NOVO CONDADO;-7,59177;-35,10782
2637111;26;260460;UNIDADE DE SAUDE DA FAMILIA NOVO TEMPO;AVENIDA ERONIDIZ BEZERRA DE MENEZES;MUNICIPIO;-7,58097;-35,09389
2653389;29;292740;UBS DE PARIPE;RUA ALMIRANTE BARROSO;PARIPE;-13,01048;-38,49566
2660296;29;292630;CENTRO DE SAUDE DR JOSE MARIA DE MAGALHAES NETO;RUA DR JOAO CAMPOS;CENTRO;-11,81;-39,382
2630559;26;260060;USF MANOEL BEZERRA DA SILVA;RUA PROFESSOR JOSE PEREIRA DE MELO;CENTRO;-8,466;-36,776
2721619;27;270375;UBS DR CICERO JORGE;RUA SANTA CRUZ;CENTRO;-10,00964;-36,02571
2721635;27;270375;UBS SINIMBU II;USINA SINIMBU;ZONA RURAL;-9,87822;-36,14777
2742675;41;411930;ESF ROCIO;PINHALZINHO;INTERIOR;-25,90693;-51,38944
2747677;35;351960;PSF CLOTILDE ABRAO QUARESMA;EXPEDICIONARIO KAI JENSON;VILA MARIA;-21,74628;-48,8136
2754150;41;412590;NIS I PORTO SAO JOSE;AVN PRINCIPAL;PORTO SAO JOSE;-22,824;-53,22
3015289;51;510630;UNIDADE DE SAUDE DA FAMILIA CENTRAL PSF III;RUA APOLONIO BOURET DE MELO;CENTRO;-14,42757;-54,05102
3021572;26;260460;UNIDADE DE SAUDE DA FAMILIA QUIRIZEIRA LOURIVAL LIMA;RUA JOAQUIM PONTES;RURAL;-7,58909;-35,10932
3339181;29;292740;USF FAZENDA COUTOS II;RUA CRISTOVAO BARRETO DE ARAUJO;FAZENDA COUTOS III;-12,971;-38,511
3620026;13;130440;UBS RAUL ALVES;COMUNIDADE VILA ALVES;ZONA RURAL;-3,12886;-58,1554
3991725;29;292740;USF PROF GUILHERME RODRIGUES DA SILVA ARENOSO;RUA BARAO DE MAUA;ARENOSO;-12,94537;-38,44341
4028902;29;292170;USF DIAS COELHO;POVOADO DE DIAS COELHO;DISTRITO;-11,54403;-41,15663
5324939;31;314610;OURO PRETO UNIDADE BASICA DE SAUDE SAO CRISTOVAO;RUA MECANICO JOSE PORTUGUES;SAO CRISTOVAO;-20,3792;-43,51455
5377501;15;150555;UNI DE SAUDE DA FAMILIA I M DAS DORES BEZERRA PAU D ARCO;RUA DOIS;SETOR PARAISO;-7,83264;-50,03607
6305180;52;520510;CONSULTORIO ODONTOLOGICO PRESIDIO;AVENIDA DAS AZALEIAS;JARDIM PRIMAVERA;-18,15217;-47,9482
6453635;26;260060;USF BOM SUCESSO;SITIO BOM SUCESSO;ZONA RURAL;-8,466;-36,776
6591094;21;210270;USF MARIA SANTANA DO NASCIMENTO QUARESMA;ESTRADA DE MATOES;CAJUI;-3,64464;-44,39345
6973663;35;355320;CENTRO DE DETENCAO PROVISORIA DE TAIUVA;RODOVIA BRIGADEIRO FARIA LIMA SP KM359 6;ZONA RURAL;-21,124;-48,452
7034083;29;292740;USF FERNANDO FILGUEIRAS ALTO DA CACHOEIRINHA;RUA ALTO DA CACHOEIRINHA;CABULA VI;-12,95411;-38,43786
7157894;27;270030;UBS ARNON DE MELO;RUA MATILDE BARBOSA PAULINO;SENADOR ARNON DE MEL;-9,73554;-36,64159
7165838;24;241200;UNIDADE BASICA DE SAUDE DA FAMILIA DE CIDADE DAS ROSAS;RUA SADY DANTAS ARMSTRONG;CIDADE DAS ROSAS;-5,7478;-35,30024
7173113;50;500025;HOSPITAL LOCAL AVERALDO F BARBOSA;AV AVERALDO FERNANDES BARBOSA;CENTRO;-18,32784;-53,70974
7222130;29;292740;UBS PERNAMBUES EDSON T BARBOSA;RUA TOMAZ GONZAGA;PERNAMBUES;-12,97293;-38,45869
7270941;35;355030;UBS JARDIM MARINGA VILA TALARICO;RUA MUANA;J MARINGA;-23,55188;-46,51446
7309325;21;210270;USF EDILSON BARBOSA DA CONCEICAO;RUA PRICIPAL;ZONA RURAL;-3,56422;-44,24109
7406207;35;350160;CDP AMERICANA;RUA ANIBAL TANGANELLI JUNIOR;SALTO GRANDE;-22,70413;-47,31843
7440561;27;270350;USF BOA VISTA ESF 03;ASSENTAMENTO BOA VISTA;ZONA RURAL;-8,842;-35,46
7509553;29;292740;USF RAIMUNDO AGRIPINO SUSSUARANA;AV ULISSES GUIMARAES;SUSSUARANA VELHA;-12,93315;-38,44514
7626789;52;520140;UNIDADE BASICA DE SAUDE RESIDENCIAL CANDIDO DE QUEIROZ;RUA 20;RESIDENCIAL CANDIDO;-16,83237;-49,27542
7633254;29;292740;USF FAZENDA COUTOS I;RUA DEODORO DA FONSECA;FAZENDA COUTOS;-12,85;-38,46827
7767668;35;350730;UBS JARDIM PARAISO;RUA APARECIDO DURVALINO SCIPIONI;JARDIM PARAISO;-22,19797;-48,7847
7879393;29;290140;NUCLEO MULTIPROFISSIONAL DE SAUDE HERMES PASSOS FILHO;RUA JOSE RODRIGUES DA MATA NETO;CENTRO;-12,00442;-44,70132
9006710;29;292740;USF OLGA DE ALAKETU VALE DO MATATU;RUA EDSON SALDANHA VAI PELO BONOCO LUIS ANSELMO;VALE DO MATATU;-12,97746;-38,48717
7836635;26;260060;USF FRANCISCO CAVALCANTI DA SILVA;RUA ANTONIO INOJOSA;CENTRO;-8,466;-36,776
9276416;29;292740;USF MENINO JOEL;RUA PROFESSORA AVANY ARGOLO;NORDESTE DE AMARALIN;-13,00954;-38,47241
9406506;33;330350;UNIDADE BASICA DE SAUDE JARDIM PARAISO;RUA INGA;JARDIM PARAISO;-22,82787;-43,60674
9406530;33;330350;POLICLINICA DE VILA DE CAVA;RUA ALVARO GONCALVES;VILA DE CAVA;-22,68229;-43,44196
9415106;29;290470;ESF GUIOMAR PEREIRA SANTANA;RUA F;SAO BENTO;-14,95712;-39,3008
9479201;29;292740;USF JARDIM DAS MARGARIDAS;RUA JOAQUIM FERREIRA;JARDIM DAS MARGARIDA;-12,89384;-38,361
9556486;13;130260;UNIDADE DE SAUDE DO CORPO DE BOMBEIROS MILITAR DO AMAZONAS;AV CODAJAS;PETROPOLIS;-3,11832;-59,99881
9846239;29;292740;USF CORACAO DE MARIA;ESTRADA DAS PEDREIRAS;CASSANGE;-12,83849;-38,37775
9848177;42;420280;SAE SERVICO MUNICIPAL DE ASSISTENCIA ESPECIALIZADA;RUA WILSON WESPTHAL;CENTRO;-28,27241;-49,16845
9901728;23;231130;UBS PLANALTO RENASCER RENASCER I;RUA TRAVESSA DA CRIANCA COM ANTONIA IREN CONRADO;PLANALTO RENASCER;-4,95852;-39,03533
9966412;42;420540;CENTRO DE SAUDE FELIZMED;AV RIO BRANCO;CENTRO;-27,59147;-48,55298
0797839;35;351500;CENTRO DE REFERENCIA EM SAUDE IRMA ANNETE;ESTRADA SAO JOSE;JD VALO VERDE;-23,65799;-46,80592
0815497;35;353480;ESTRATEGIA DE SAUDE DA FAMILIA I GUILHERME JOSE DE MACEDO;RUA SANTA CATARINA;INDUSTRIAL;-21,48392;-51,69975
0896934;24;240330;CENTRO DE SAUDE ENCANTO DO MEIO;RUA CICERA ANTONIA DA SILVA;ENCANTO DO MEIO;-6,111;-38,306
0914762;31;310840;ESF MARIA APARECIDA RIBEIRO DE GODOY;RUA HERCULANO DO LAGO;SANTA CRUZ;-21,65399;-46,39221
0924342;35;352670;UNIDADE DE SAUDE DA GESTANTE MULHER;AV JOAQUIM LOPES AGUILLA;VILA SANTUCCI;-22,186;-47,39
0924989;31;314520;USF MARIA DOS REIS BRAGA;TEXAS;BELVEDERE;-19,876;-44,984
0927376;51;510624;ESF IV NOVA UBIRATA;RUA MARANHAO;CENTRO;-13,0318;-55,25047
0930342;32;320260;UBSF JOAO DE VARGAS SOARES;RUA DEOLINDO PAGANINI;JARDIM JANDIRA;-20,78782;-40,818
0933139;21;211220;EQUIPE PRISIONAL MARACUJA TIMON;POVOADO BARROCA FUNDA;ZONA RURAL;-5,07265;-42,837
0933147;21;211220;EQUIPE PRISIONAL JORGE VIEIRA TIMON;BAIRRO FLORES;FLORES;-5,10007;-42,85292
0933155;21;211220;CONSULTORIO DE RUA DE TIMON 01;RUA 05;PARQUE PIAUI;-5,14079;-42,837
0934186;32;320517;UBS NOSSA SENHORA DA PENHA;AVENIDA NELSON RONCONI;NOSSA SENHORA DA PEN;-18,998;-40,389
0934194;32;320517;CENTRO DE ESPECIALIDADES VIVA;AVENIDA PADRE FRANCISCO;CENTRO;-19,00039;-40,39013
0937231;42;420130;POSTO DE COLETA PROLL MED;RUA CHINA;ITINGA;;
0937355;41;412796;UBS JARDIM FILADELFIA;RUA AGENOR ALMEIDA CAMARGO;JARDIM FILADELFIA;-25,03848;-51,53481
0939633;26;260795;PSF CORRUBAS;DISTRITO DE CORRUBAS;ZONA RURAL;-8,727;-35,793
0939803;35;351340;AMBULATORIO MEDICO AMSTED MAXION FUNDICAO E EQUIPAMENTOS;DOUTOR OTHON BARCELOS;ITAGACABA;-22,58205;-44,96338
0941778;31;316860;DENTAL DESIGN;DOUTOR ONOFRE;CENTRO;-17,8594;-41,50739
0942073;22;220559;UBS ARIZONA II;RUA PROJETADA;ARIZONA II;-6,50894;-41,55781
0942979;15;150080;UNIDADE DE URGENCIA DO PAAR;CONJUNTO PAAR AV SOLIMOES;PAAR;-1,33729;-48,3865
0943118;52;521270;UBS MARCOLINA ALVES DOS SANTOS;LOTE 18 DO LOTEAMENTO TERRAS DE MAMBAI;POVOADO MACHADO;-14,45596;-46,1515
0943576;31;315280;UBSF PROGRESSO;AVENIDA LEANDRO VILELA PADUA;PROGRESSO;-19,307;-48,924
0943622;25;251680;UBS ANCORA SITIO JENIPAPEIRO;SITIO JENIPAPEIRO;ZONA RURAL;-6,59999;-38,56851
0943630;25;251680;UBS ANCORA SITIO BARRA DO JUA;SITIO BARRA DO JUA;ZONA RURAL;-6,50753;-38,54457
0943649;25;251680;UBS ANCORA SITIO PILOES;SITIO PILOES;ZONA RURAL;-6,69543;-38,52113
0945080;23;231130;UBS RESIDENCIAL RACHEL DE QUEIROZ;RUA 3;RESIDENCIAL RACHEL D;-4,9579;-39,05794
0945773;31;313250;BEM ESTAR;JEQUITINHONHA;FLORESTAL;-17,857;-42,859
0946141;23;230020;UNIDADE BASICA DE SAUDE DE ILHA DOS COQUEIROS;ILHA DOS COQUEIROS;ZONA RURAL;-2,84532;-40,04793
0946176;23;231200;UBS SAO FRANCISCO;SAO FRANCISCO;DISTRITO;-3,4597;-40,20537
0946184;23;231200;UBS DO CHORA;CHORA;DISTRITO;-3,32336;-40,12343
0946508;26;260960;UNIDADE DE ATENCAO PRIMARIA DE JARDIM BRASIL I;RUA RONDONIA;JARDIM BRASIL I;-8,00977;-34,86592
0946516;21;210810;UNIDADE BASICA DE SAUDE DE BOA VISTA;POVOADO BOA VISTA;ZONA RUAL;-4,51619;-45,17372
0946885;50;500830;COLONIA PENAL PARACELSO DE LIMA VIEIRA JESUS;RUA VICOSA;VILA DOS FERROVIARIO;-20,751;-51,678
0947113;26;261170;PSF VII NOVA ESPERANCA;AVENIDA JOAO SOARES;NOVA ESPERANCA;-8,13518;-35,85015
0947792;31;311440;ESF CONTINENTAL;RUA PEDRO FARIA;JD CONTINENTAL;-20,97759;-46,12537
0947806;26;261360;ESF SAO JOAO II;RUA DA PAZ;SAO JOAO;-7,48401;-37,28207
0948101;21;210325;UNIDADE BASICA DE SAUDE RITA GUEDES FERREIRA;RUA 01;PARQUE SAMARITANO;-5,174;-47,782
0948284;43;431800;ESF 16 CENTRO;TV ALBINO PFEIFFER;CENTRO;-28,661;-56,004
0948357;21;211130;CENTRO MUNICIPAL DE ATENDIMENTO AO HIPERTENSO E DIABETICO;RUA MACHADO DE ASSIS;LIBERDADE;-2,53;-44,303
0948500;25;250110;ESF XI VEREADOR JOSEILTON SILVA;RUA PROJETADA;JUSSARA;-6,97313;-35,71038
0949019;35;355030;FOR TRIALS;TURIASSU;PERDIZES;-23,53331;-46,66664
0949302;31;312450;ESF BOA VISTA;BAIRRO DA BOA VISTA;BOA VISTA;-22,463;-46,017
0949310;31;312450;ESF GROTINHA;BAIRRO GROTINHA;GROTINHA;-22,48338;-46,08112
0950157;29;291480;CONJUNTO PENAL DE ITABUNA;RUA NELSON OLIVEIRA;SANTO ANTONIO;-14,7875;-39,28286
0958964;26;261000;UBS BARRA DO DIA;ENGENHO BARRA DO DIA;ZONA RURAL;-8,683;-35,592
0950912;13;130010;CENTRO DE SAUDE DIVA RIBEIRO CARVALHO;RUA RAIMUNDO PINTO BRANDAO;SANTO ANTONIO;-3,74429;-61,65182
0953814;24;240940;EMAD EMAP EQUIPE MULTIPROFISSIONAL DE ATENCAO DOMICILIAR;RUA FRANCISCA LOPES BEZERRA;CONJUNTO PRINCESINHA;-6,111;-38,209
0954713;31;316720;UBS CARLA APARECIDA MARTINS ALVES;RUA CUBA;NOVA CIDADE;-19,42509;-44,23002
0955116;35;352660;USF RECANTO TRANQUILO;AUREA MARTINS DE PAIVA;RECANTO TRANQUILO;-22,571;-44,902
0956244;13;130010;CENTRO DE SAUDE TEREZA MOTA DOS SANTOS;AVENIDA 08 DE DEZEMBRO;ANTONIO CARLOS;-3,77363;-61,64388
0956503;29;292270;SAMU 192 BASE DESCENTRALIZADA NOVA CANAA;AV JURACY MAGALHAES;CENTRO;-14,71065;-40,24981
0956635;35;352620;USF BARNABES III;RUA ANTONIO SOARES GODINHO;BARNABES;-23,98578;-47,01459
0957410;42;420740;NUCLEO DE APOIO MULTIDISCIPLINAR;RUA FREIO SILVIO;CENTRO;-27,493;-49,424
0957925;41;411155;UNIDADE BASICA DE SAUDE DE IVATE;RUA SERRA DOURADA;CENTRO;-23,40976;-53,36963
0958107;41;410750;UNIDADE BASICA DE SAUDE ANA MARIA SACHETTI;D PEDRO II;JARDIM SANTIAGO;-23,79037;-52,26394
0958336;33;330490;SANTOS E SOUZA ODONTOLOGIA;RUA DOUTOR FRANCISCO PORTELA;PARADA 40;-22,8271;-43,0544
0958654;50;500370;CENTRO DE REFERENCIA EM NUTRICAO E PROMOCAO A SAUDE;RUA COSTA RICA;PARQUE NACOES I;-22,23222;-54,75492
0958905;29;292740;USF AVENIDA GAL COSTA;AVENIDA GAL COSTA;SAO MARCOS;;
0959111;26;261420;SAD SIRINHAEM;RUA MARQUES DE OLINDA;CENTRO;-8,59745;-35,10997
0959480;52;520030;UBS IX CLUBE NOVA FLORIDA;AVENIDA NELSON SANTOS QUADRA 39;NOVA FLORIDA;-16,07724;-48,48417
0960004;29;290820;USF CLEUSA ISABEL LEAL DOS SANTOS;AVENIDA ACM;CENTRO;-12,50303;-38,99739
0960470;26;260320;USF MORUMBI;RUA MORUMBI;CENTRO;-8,773;-36,623
0960683;26;261140;UBS MAURICIO BEZERRA DE BARROS NETO;RUA PROFESSOR WALTER LUIZ DO CARMO MELO;RESIDENCIAL;-8,331;-35,354
0961035;26;261510;POSTO DE SAUDE ALTO DO CAIXAO;DISTRITO ALTO DO CAIXAO;RURAL;-9,056;-36,623
0961221;26;261420;PSF AGROVILA;RUA MARQUES DE OLINDA;CENTRO;-8,59745;-35,10997
0961833;26;261100;PSF PEDRO ESPINDOLA DA SILVA;AV DOS TRES PODERES;CENTRO;-8,98048;-38,21835
0962902;29;290320;USF MILTONIO DOS SANTOS DE ARAUJO;VAL DA BOA ESPERANCA;ZONA RURAL;-12,20266;-45,22087
0963151;51;510760;CADEIA PUBLICA FEMININA RONDONOPOLIS;RUA A 107;SAGRADA FAMILIA;-16,47596;-54,59251
0963437;35;355610;CENTRO ESPECIALIZADO DE TERAPIAS;AVENIDA CAVALIN;CENTRO;-20,4246;-50,08504
0963739;26;261420;UNIDADE DE ATENCAO PRIMARIA CRISTO REDENTOR II;RUA MARQUES DE OLINDA;CENTRO;-8,591;-35,116
0965529;27;270730;CENTRO DE SAUDE ERALDO PEDROSA;POVOADO COMUNIDADE OSCAR CUNHA;CANAA;-9,0497;-35,42393
0965863;42;420545;UBS SATURNO;RUA DOS JACARANDAS;SATURNO;-28,74737;-49,45361
0966746;25;251620;ESF XXIX SILVANA BRAGA;QUADRA E;SILVANA BRAGA;-6,761;-38,231
0967696;26;261340;UNIDADE SAUDE DA FAMILIA MARINITA OLIVEIRA;AV JOAO FRANCISCO DE MELO;CENTRO;-8,89657;-35,14795
0967718;26;261485;UNIDADE DE ATENCAO PRIMARIA OITIZEIRO II;RUA ALTO DA BEKA VISTA;OITIZEIRO;-8,76;-35,105
0967726;26;261485;UNIDADE SAUDE DA FAMILIA MARIA VILMA;RUA ANTONIO TORQUARTO VIEIRA;CENTRO;-8,76;-35,105
2014289;13;130260;USF S 11;AVENIDA LOURENCO DA SILVA BRAGA;CENTRO;-3,13628;-60,0124
2015994;13;130260;USF S 37;RUA BENTO BRASIL;PETROPOLIS;-3,11578;-59,99298
2423030;28;280200;UNIDADE BASICA DE SAUDE IRMAO WALTER;RUA A;POVOADO MANICOBA;-10,67386;-37,15596
2493926;29;292070;UNIDADE DE SAUDE DA FAMILIA DE TABULEIRO;PRA DA IGREJA;ZONA RURAL;-14,103;-39,015
